90,42,43,20.87974371,82.00274423,6.502985292,202.9355362
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998
69,55,38,22.70883798,82.63941394,5.70080568,271.3248604
94,53,40,20.27774362,82.89408619,5.718627178,241.9741949
89,54,38,24.51588066,83.5352163,6.685346424,230.4462359
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336
78,58,44,26.80079604,80.88684822,5.108681786,284.4364567
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708
60,48,39,24.28209415,80.30025587,7.042299069,231.0863347
85,38,41,21.58711777,82.7883708,6.249050656,276.6552459
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855
77,38,36,21.8652524,80.1923008,5.953933276,224.5550169
88,35,40,23.57943626,83.58760316,5.85393208,291.2986618
89,45,36,21.32504158,80.47476396,6.442475375,185.4974732
76,40,43,25.15745531,83.11713476,5.070175667,231.3843163
67,59,41,21.94766735,80.97384195,6.012632591,213.3560921
83,41,43,21.0525355,82.67839517,6.254028451,233.1075816
98,47,37,23.48381344,81.33265073,7.375482851,224.0581164
65,37,40,23.35905428,83.59512273,5.333322606,188.413665
71,54,16,22.61359953,63.69070564,5.749914421,87.75953857
61,44,17,26.10018422,71.57476937,6.931756558,102.2662445
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703
89,60,19,25.19192419,66.6902901,5.913664501,78.06639649
76,44,17,20.41683147,62.5542482,5.855442401,65.27798457
67,60,25,24.92162194,66.78627406,5.750254943,109.2162279
70,44,19,23.31689124,73.4541537,5.852607099,94.29712821
90,49,21,24.84016732,68.3584573,6.472523287,74.05474936
62,52,16,22.27526694,58.84015925,6.967057762,63.87020584
92,44,16,18.87751445,65.76816093,6.082973754,94.76189431
66,54,21,25.19008683,60.2001687,5.919045532,72.12375573
63,58,22,18.25405352,55.28220433,6.204747653,63.72358154
70,47,17,24.6129118,70.4162444,6.600827017,104.1626147
61,41,17,25.1420613,65.26185135,6.021902237,76.68456006
66,53,19,23.09348056,60.1159381,6.033550195,65.49730729
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484
77,57,21,24.9321581,73.80435276,6.550563823,79.74078719
99,50,15,18.14710054,71.09445342,5.573286437,88.07753741
74,56,22,18.28362235,66.65952796,6.829199275,80.97573281
83,45,21,18.83344471,58.75082029,5.716222912,79.7532896
100,48,16,25.71895816,67.22190688,5.54990242,74.51490791
40,72,77,17.02498456,16.98861173,7.485996067,88.55123143
23,72,84,19.02061277,17.13159126,6.920251378,79.92698081
39,58,85,17.88776475,15.40589717,5.996932037,68.54932919
22,72,85,18.86805647,15.65809214,6.391173589,88.51048983
36,67,77,18.36952567,19.56381041,7.152811172,79.26357665
32,73,81,20.45078582,15.40312102,5.988992796,92.68373702
58,70,84,20.6543203,16.60820843,6.231049028,74.6631118
59,70,84,17.3348681,18.74926979,7.550808267,82.61734721
42,62,75,18.17912258,18.90426935,7.010570541,81.84997529
28,74,81,18.01272266,18.30968112,8.753795334,81.98568791
58,66,79,20.99373558,19.33470387,8.718192847,93.55280105
43,66,79,19.46233971,15.22538951,7.976607593,74.58565097
58,63,81,19.81344531,14.69765308,6.515499549,78.96514709
23,62,85,18.97424756,19.5161216,8.490127142,80.7108745
27,62,77,18.19737048,14.71070537,6.576415562,70.18185181
28,72,84,18.72963144,19.18197264,6.481783043,71.58010169
50,56,76,20.99502153,19.8601304,7.966605025,73.50734019
39,71,84,20.28155898,16.39535215,8.140825437,82.52339655
25,78,76,17.48042641,15.7559405,7.228963452,66.96980581
31,70,77,20.88818675,14.32313811,6.492546046,90.46228334
26,80,83,17.08498521,16.14565756,7.528599957,71.31007253
25,68,77,20.09340593,15.11279612,7.701446446,85.74904898
31,78,76,17.57212145,14.99927489,8.519975748,89.31050665
60,68,83,19.12065218,18.43475844,6.620900869,85.52950164
